  forking is not supported on this platform

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-21 03:37:36 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.65ms
  2026-05-21 03:37:36 /build/assets/app-CasETRYy.js ........................................................ ~ 2.83ms
  2026-05-21 03:37:36 /images/logo.svg ..................................................................... ~ 4.62ms
  2026-05-21 03:50:58 / ........................................................................................ ~ 1s
  2026-05-21 03:50:59 /images/logo.svg ..................................................................... ~ 0.42ms
  2026-05-21 03:51:00 /favicon.ico ......................................................................... ~ 0.78ms
  2026-05-21 03:51:02 /favicon.ico ......................................................................... ~ 0.76ms
  2026-05-21 03:51:03 /login ................................................................................... ~ 1s
  2026-05-21 03:51:04 / .................................................................................... ~ 0.38ms
  2026-05-21 03:51:05 /images/logo.svg ..................................................................... ~ 0.41ms
  2026-05-21 03:51:05 /favicon.ico ......................................................................... ~ 0.74ms
  2026-05-21 03:51:06 /favicon.ico ......................................................................... ~ 0.64ms
  2026-05-21 03:51:07 /favicon.ico ......................................................................... ~ 0.75ms
  2026-05-21 03:51:12 /favicon.ico ......................................................................... ~ 0.53ms
  2026-05-21 03:51:13 /rooms ................................................................................... ~ 1s
  2026-05-21 03:51:14 /build/assets/app-CasETRYy.js ...................................................... ~ 505.36ms
  2026-05-21 03:51:14 /build/assets/app-DHbK4RWE.css ....................................................... ~ 3.31ms
  2026-05-21 03:51:14 /images/logo.svg ..................................................................... ~ 5.80ms
  2026-05-21 03:51:14 /favicon.ico ......................................................................... ~ 0.81ms
  2026-05-21 03:51:16 /favicon.ico ......................................................................... ~ 0.92ms
  2026-05-21 03:51:17 /favicon.ico ......................................................................... ~ 0.77ms
  2026-05-21 03:51:49 /register ................................................................................ ~ 1s
  2026-05-21 03:51:50 /dashboard ......................................................................... ~ 506.53ms
  2026-05-21 03:51:51 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 03:51:51 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.80ms
  2026-05-21 03:51:51 /build/assets/app-CasETRYy.js ........................................................ ~ 2.73ms
  2026-05-21 03:51:51 /images/logo.svg ..................................................................... ~ 4.77ms
  2026-05-21 03:51:52 /favicon.ico ......................................................................... ~ 0.38ms
  2026-05-21 03:51:59 /admin/bookings .................................................................... ~ 516.01ms
  2026-05-21 03:51:59 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.32ms
  2026-05-21 03:51:59 /build/assets/app-CasETRYy.js ........................................................ ~ 0.60ms
  2026-05-21 03:51:59 /images/logo.svg ..................................................................... ~ 3.12ms
  2026-05-21 03:51:59 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 03:52:01 /favicon.ico ......................................................................... ~ 0.84ms
  2026-05-21 03:52:02 /admin/bookings ...................................................................... ~ 0.64ms
  2026-05-21 03:52:03 /build/assets/app-DHbK4RWE.css ..................................................... ~ 514.78ms
  2026-05-21 03:52:03 /build/assets/app-CasETRYy.js ........................................................ ~ 0.73ms
  2026-05-21 03:52:03 /images/logo.svg ..................................................................... ~ 3.45ms
  2026-05-21 03:52:03 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 03:52:04 /favicon.ico ......................................................................... ~ 5.72ms
  2026-05-21 03:52:05 /admin/payments .......................................................................... ~ 1s
  2026-05-21 03:52:06 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.81ms
  2026-05-21 03:52:06 /build/assets/app-CasETRYy.js ........................................................ ~ 3.35ms
  2026-05-21 03:52:06 /images/logo.svg ..................................................................... ~ 5.54ms
  2026-05-21 03:52:06 /favicon.ico ......................................................................... ~ 0.92ms
  2026-05-21 03:52:14 /dashboard ............................................................................... ~ 1s
  2026-05-21 03:52:15 /admin/dashboard ..................................................................... ~ 0.43ms
  2026-05-21 03:52:15 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.74ms
  2026-05-21 03:52:15 /build/assets/app-CasETRYy.js ........................................................ ~ 0.50ms
  2026-05-21 03:52:15 /images/logo.svg ..................................................................... ~ 2.37ms
  2026-05-21 03:52:16 /favicon.ico ......................................................................... ~ 0.28ms
  2026-05-21 03:52:27 /admin/rooms ....................................................................... ~ 501.09ms
  2026-05-21 03:52:27 /build/assets/app-DHbK4RWE.css ..................................................... ~ 503.47ms
  2026-05-21 03:52:27 /build/assets/app-CasETRYy.js ........................................................ ~ 0.37ms
  2026-05-21 03:52:27 /images/logo.svg ..................................................................... ~ 2.15ms
  2026-05-21 03:52:27 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 03:52:28 /admin/rooms/create ...................................................................... ~ 1s
  2026-05-21 03:52:29 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 03:52:30 /build/assets/app-CasETRYy.js ........................................................ ~ 2.84ms
  2026-05-21 03:52:30 /images/logo.svg ..................................................................... ~ 4.60ms
  2026-05-21 03:52:30 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 03:53:29 /admin/rooms ....................................................................... ~ 515.07ms
  2026-05-21 03:53:29 /admin/rooms ............................................................................. ~ 1s
  2026-05-21 03:53:31 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.85ms
  2026-05-21 03:53:31 /build/assets/app-CasETRYy.js ........................................................ ~ 4.05ms
  2026-05-21 03:53:31 /images/logo.svg .................................................................... ~ 10.53ms
  2026-05-21 03:53:31 /favicon.ico ......................................................................... ~ 0.66ms
  2026-05-21 03:53:32 /admin/rooms/create ................................................................ ~ 518.06ms
  2026-05-21 03:53:32 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.53ms
  2026-05-21 03:53:32 /build/assets/app-CasETRYy.js ........................................................ ~ 0.36ms
  2026-05-21 03:53:32 /images/logo.svg ..................................................................... ~ 5.51ms
  2026-05-21 03:53:32 /favicon.ico ......................................................................... ~ 0.49ms
  2026-05-21 03:54:14 /admin/rooms ....................................................................... ~ 515.02ms
  2026-05-21 03:54:14 /admin/rooms ............................................................................. ~ 1s
  2026-05-21 03:54:15 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.53ms
  2026-05-21 03:54:15 /build/assets/app-CasETRYy.js ........................................................ ~ 2.93ms
  2026-05-21 03:54:15 /images/logo.svg ..................................................................... ~ 5.11ms
  2026-05-21 03:54:15 /favicon.ico ......................................................................... ~ 0.44ms
  2026-05-21 03:54:16 /admin/rooms/create ................................................................ ~ 511.15ms
  2026-05-21 03:54:16 /build/assets/app-DHbK4RWE.css ..................................................... ~ 514.27ms
  2026-05-21 03:54:17 /build/assets/app-CasETRYy.js ........................................................ ~ 0.46ms
  2026-05-21 03:54:17 /images/logo.svg ..................................................................... ~ 2.86ms
  2026-05-21 03:54:17 /favicon.ico ......................................................................... ~ 0.52ms
  2026-05-21 03:55:42 /admin/rooms ....................................................................... ~ 512.73ms
  2026-05-21 03:55:42 /admin/rooms ............................................................................. ~ 1s
  2026-05-21 03:55:44 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.48ms
  2026-05-21 03:55:44 /build/assets/app-CasETRYy.js ........................................................ ~ 2.39ms
  2026-05-21 03:55:44 /images/logo.svg ..................................................................... ~ 4.62ms
  2026-05-21 03:55:44 /favicon.ico ......................................................................... ~ 0.44ms
  2026-05-21 03:55:45 /admin/rooms/create ................................................................ ~ 513.99ms
  2026-05-21 03:55:45 /build/assets/app-DHbK4RWE.css ..................................................... ~ 515.95ms
  2026-05-21 03:55:45 /build/assets/app-CasETRYy.js ........................................................ ~ 1.99ms
  2026-05-21 03:55:45 /images/logo.svg ..................................................................... ~ 3.95ms
  2026-05-21 03:55:45 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 03:56:35 /admin/rooms ....................................................................... ~ 515.21ms
  2026-05-21 03:56:35 /admin/rooms ............................................................................. ~ 1s
  2026-05-21 03:56:36 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.57ms
  2026-05-21 03:56:36 /build/assets/app-CasETRYy.js ........................................................ ~ 2.68ms
  2026-05-21 03:56:36 /images/logo.svg ..................................................................... ~ 4.92ms
  2026-05-21 03:56:36 /favicon.ico ......................................................................... ~ 0.46ms
  2026-05-21 03:56:38 /admin/rooms/10/edit ..................................................................... ~ 1s
  2026-05-21 03:56:38 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 03:56:39 /build/assets/app-CasETRYy.js ........................................................ ~ 2.45ms
  2026-05-21 03:56:39 /storage/rooms/3q0EmzcQNguYjNDTiWhWoQHHuL6c2Qm2UvSYrRoJ.jpg .......................... ~ 4.27ms
  2026-05-21 03:56:39 /images/logo.svg ..................................................................... ~ 5.66ms
  2026-05-21 03:56:39 /favicon.ico ......................................................................... ~ 0.31ms
  2026-05-21 03:56:41 /favicon.ico ......................................................................... ~ 0.93ms
  2026-05-21 03:56:47 /admin/rooms/create ................................................................ ~ 516.67ms
  2026-05-21 03:56:48 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.49ms
  2026-05-21 03:56:48 /build/assets/app-CasETRYy.js ........................................................ ~ 3.62ms
  2026-05-21 03:56:48 /images/logo.svg ..................................................................... ~ 5.51ms
  2026-05-21 03:56:48 /favicon.ico ......................................................................... ~ 0.40ms
  2026-05-21 03:57:06 /admin/rooms ....................................................................... ~ 501.38ms
  2026-05-21 03:57:06 /admin/rooms ............................................................................. ~ 1s
  2026-05-21 03:57:07 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.45ms
  2026-05-21 03:57:07 /build/assets/app-CasETRYy.js ........................................................ ~ 0.38ms
  2026-05-21 03:57:07 /images/logo.svg ..................................................................... ~ 2.24ms
  2026-05-21 03:57:07 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 03:57:11 /admin/rooms/18/edit ............................................................... ~ 513.94ms
  2026-05-21 03:57:11 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.39ms
  2026-05-21 03:57:11 /build/assets/app-CasETRYy.js ........................................................ ~ 0.56ms
  2026-05-21 03:57:11 /storage/rooms/lHzQ2MDS8aGHGCZRUHS2Yu7YExcQIHK2Fqw7f6IT.jpg .......................... ~ 2.45ms
  2026-05-21 03:57:11 /images/logo.svg ..................................................................... ~ 3.86ms
  2026-05-21 03:57:11 /favicon.ico ......................................................................... ~ 0.33ms
  2026-05-21 03:57:49 /admin/rooms/18 .................................................................... ~ 517.20ms
  2026-05-21 03:57:50 /admin/rooms/18/edit ................................................................. ~ 0.41ms
  2026-05-21 03:57:50 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.64ms
  2026-05-21 03:57:50 /build/assets/app-CasETRYy.js ........................................................ ~ 3.17ms
  2026-05-21 03:57:50 /images/logo.svg ..................................................................... ~ 5.56ms
  2026-05-21 03:57:50 /storage/rooms/lHzQ2MDS8aGHGCZRUHS2Yu7YExcQIHK2Fqw7f6IT.jpg .......................... ~ 8.41ms
  2026-05-21 03:57:50 /favicon.ico ......................................................................... ~ 0.60ms
  2026-05-21 03:57:58 /admin/rooms/18 .................................................................... ~ 514.68ms
  2026-05-21 03:57:58 /admin/rooms ....................................................................... ~ 512.21ms
  2026-05-21 03:57:59 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.37ms
  2026-05-21 03:57:59 /build/assets/app-CasETRYy.js ........................................................ ~ 2.18ms
  2026-05-21 03:57:59 /images/logo.svg ..................................................................... ~ 3.79ms
  2026-05-21 03:57:59 /favicon.ico ......................................................................... ~ 0.33ms
  2026-05-21 03:58:04 /favicon.ico ......................................................................... ~ 1.00ms
  2026-05-21 03:58:06 /favicon.ico ......................................................................... ~ 1.10ms
  2026-05-21 03:58:06 /dashboard ............................................................................... ~ 2s
  2026-05-21 03:58:08 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 03:58:09 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.39ms
  2026-05-21 03:58:09 /build/assets/app-CasETRYy.js ........................................................ ~ 0.37ms
  2026-05-21 03:58:09 /images/logo.svg ..................................................................... ~ 2.02ms
  2026-05-21 03:58:09 /favicon.ico ......................................................................... ~ 0.32ms
  2026-05-21 03:58:31 /admin/rooms ....................................................................... ~ 501.49ms
  2026-05-21 03:58:32 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.47ms
  2026-05-21 03:58:32 /build/assets/app-CasETRYy.js ........................................................ ~ 0.54ms
  2026-05-21 03:58:32 /images/logo.svg ..................................................................... ~ 2.92ms
  2026-05-21 03:58:32 /favicon.ico ......................................................................... ~ 0.54ms
  2026-05-21 03:58:46 /dashboard ......................................................................... ~ 513.90ms
  2026-05-21 03:58:46 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 03:58:47 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.40ms
  2026-05-21 03:58:47 /build/assets/app-CasETRYy.js ........................................................ ~ 2.85ms
  2026-05-21 03:58:47 /images/logo.svg ..................................................................... ~ 5.47ms
  2026-05-21 03:58:47 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 04:00:51 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 04:00:51 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 04:00:52 /build/assets/app-CasETRYy.js ........................................................ ~ 0.49ms
  2026-05-21 04:00:52 /images/logo.svg ..................................................................... ~ 2.39ms
  2026-05-21 04:00:52 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 04:00:56 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 04:00:57 /build/assets/app-DHbK4RWE.css ..................................................... ~ 515.48ms
  2026-05-21 04:00:57 /build/assets/app-CasETRYy.js ........................................................ ~ 0.60ms
  2026-05-21 04:00:57 /images/logo.svg ..................................................................... ~ 3.19ms
  2026-05-21 04:00:57 /favicon.ico ......................................................................... ~ 0.52ms
  2026-05-21 04:00:59 /admin/bookings .......................................................................... ~ 2s
  2026-05-21 04:01:01 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.39ms
  2026-05-21 04:01:01 /build/assets/app-CasETRYy.js ........................................................ ~ 0.35ms
  2026-05-21 04:01:01 /images/logo.svg ..................................................................... ~ 2.19ms
  2026-05-21 04:01:01 /favicon.ico ......................................................................... ~ 0.40ms
  2026-05-21 04:01:02 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 04:01:03 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.53ms
  2026-05-21 04:01:03 /build/assets/app-CasETRYy.js ........................................................ ~ 2.56ms
  2026-05-21 04:01:03 /images/logo.svg ..................................................................... ~ 4.31ms
  2026-05-21 04:01:03 /favicon.ico ......................................................................... ~ 0.50ms
  2026-05-21 04:01:05 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 04:01:05 /build/assets/app-DHbK4RWE.css ..................................................... ~ 513.77ms
  2026-05-21 04:01:05 /build/assets/app-CasETRYy.js ........................................................ ~ 0.31ms
  2026-05-21 04:01:05 /images/logo.svg ..................................................................... ~ 2.11ms
  2026-05-21 04:01:05 /favicon.ico ......................................................................... ~ 0.50ms
  2026-05-21 04:01:38 /admin/bookings .................................................................... ~ 502.09ms
  2026-05-21 04:01:38 /login ................................................................................... ~ 1s
  2026-05-21 04:01:40 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.57ms
  2026-05-21 04:01:40 /build/assets/app-CasETRYy.js ........................................................ ~ 3.27ms
  2026-05-21 04:03:29 /admin/bookings .................................................................... ~ 516.31ms
  2026-05-21 04:03:29 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.59ms
  2026-05-21 04:03:29 /build/assets/app-CasETRYy.js ........................................................ ~ 0.53ms
  2026-05-21 04:03:29 /images/logo.svg ..................................................................... ~ 3.92ms
  2026-05-21 04:03:30 /favicon.ico ......................................................................... ~ 0.58ms
  2026-05-21 04:04:54 /admin/bookings .................................................................... ~ 513.59ms
  2026-05-21 04:04:54 /build/assets/app-DHbK4RWE.css ..................................................... ~ 508.72ms
  2026-05-21 04:04:54 /build/assets/app-CasETRYy.js ........................................................ ~ 3.70ms
  2026-05-21 04:04:54 /images/logo.svg ..................................................................... ~ 5.93ms
  2026-05-21 04:04:54 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 04:05:09 /admin/bookings .................................................................... ~ 512.36ms
  2026-05-21 04:05:09 /build/assets/app-DHbK4RWE.css ....................................................... ~ 4.73ms
  2026-05-21 04:05:09 /build/assets/app-CasETRYy.js ........................................................ ~ 2.27ms
  2026-05-21 04:05:09 /images/logo.svg ..................................................................... ~ 4.64ms
  2026-05-21 04:05:09 /favicon.ico ....................................................................... ~ 505.36ms
  2026-05-21 04:05:20 /admin/bookings .................................................................... ~ 515.45ms
  2026-05-21 04:05:21 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.45ms
  2026-05-21 04:05:21 /build/assets/app-CasETRYy.js ........................................................ ~ 2.80ms
  2026-05-21 04:05:21 /images/logo.svg ..................................................................... ~ 4.64ms
  2026-05-21 04:05:21 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 04:05:26 /admin/bookings .................................................................... ~ 511.95ms
  2026-05-21 04:05:26 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.49ms
  2026-05-21 04:05:26 /build/assets/app-CasETRYy.js ........................................................ ~ 0.36ms
  2026-05-21 04:05:26 /images/logo.svg ..................................................................... ~ 2.12ms
  2026-05-21 04:05:26 /favicon.ico ......................................................................... ~ 0.76ms
  2026-05-21 09:11:31 /login .................................................................................. ~ 23s
  2026-05-21 09:11:54 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.48ms
  2026-05-21 09:11:54 /build/assets/app-CasETRYy.js ........................................................ ~ 3.20ms
  2026-05-21 09:21:24 / .................................................................................. ~ 510.44ms
  2026-05-21 09:21:25 /images/logo.svg ..................................................................... ~ 0.30ms
  2026-05-21 09:21:26 /favicon.ico ......................................................................... ~ 0.62ms
  2026-05-21 09:21:33 /favicon.ico ......................................................................... ~ 1.05ms
  2026-05-21 09:21:35 /login ................................................................................... ~ 2s
  2026-05-21 09:21:38 /admin/dashboard ................................................................... ~ 509.77ms
  2026-05-21 09:21:39 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.50ms
  2026-05-21 09:21:39 /build/assets/app-CasETRYy.js ........................................................ ~ 2.72ms
  2026-05-21 09:21:39 /images/logo.svg ..................................................................... ~ 5.09ms
  2026-05-21 09:21:39 /favicon.ico ......................................................................... ~ 0.72ms
  2026-05-21 09:24:02 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 09:24:03 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.37ms
  2026-05-21 09:24:03 /build/assets/app-CasETRYy.js ........................................................ ~ 1.96ms
  2026-05-21 09:24:03 /images/logo.svg ..................................................................... ~ 3.56ms
  2026-05-21 09:24:03 /favicon.ico ......................................................................... ~ 0.29ms
  2026-05-21 09:27:05 /admin/rooms ....................................................................... ~ 501.11ms
  2026-05-21 09:27:06 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.51ms
  2026-05-21 09:27:06 /build/assets/app-CasETRYy.js ........................................................ ~ 2.87ms
  2026-05-21 09:27:06 /images/logo.svg ..................................................................... ~ 4.72ms
  2026-05-21 09:27:06 /favicon.ico ......................................................................... ~ 0.38ms
  2026-05-21 09:27:08 /favicon.ico ......................................................................... ~ 3.72ms
  2026-05-21 09:27:10 /admin/rooms ....................................................................... ~ 500.27ms
  2026-05-21 09:27:10 /build/assets/app-DHbK4RWE.css ..................................................... ~ 502.62ms
  2026-05-21 09:27:10 /build/assets/app-CasETRYy.js ........................................................ ~ 2.87ms
  2026-05-21 09:27:10 /images/logo.svg ..................................................................... ~ 4.87ms
  2026-05-21 09:27:10 /favicon.ico ......................................................................... ~ 0.44ms
  2026-05-21 09:27:15 /favicon.ico ......................................................................... ~ 2.81ms
  2026-05-21 09:27:16 /admin/rooms ....................................................................... ~ 516.06ms
  2026-05-21 09:27:16 /build/assets/app-DHbK4RWE.css ..................................................... ~ 519.02ms
  2026-05-21 09:27:17 /build/assets/app-CasETRYy.js ........................................................ ~ 2.48ms
  2026-05-21 09:27:17 /images/logo.svg ..................................................................... ~ 4.33ms
  2026-05-21 09:27:17 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 09:27:19 /admin/rooms/create ................................................................ ~ 502.18ms
  2026-05-21 09:27:19 /build/assets/app-DHbK4RWE.css ..................................................... ~ 504.31ms
  2026-05-21 09:27:20 /build/assets/app-CasETRYy.js ........................................................ ~ 2.59ms
  2026-05-21 09:27:20 /images/logo.svg ..................................................................... ~ 4.13ms
  2026-05-21 09:27:20 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 09:27:53 /admin/rooms ............................................................................. ~ 1s
  2026-05-21 09:27:53 /admin/rooms ............................................................................. ~ 2s
  2026-05-21 09:27:55 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.44ms
  2026-05-21 09:27:55 /build/assets/app-CasETRYy.js ........................................................ ~ 2.24ms
  2026-05-21 09:27:55 /images/logo.svg ..................................................................... ~ 4.07ms
  2026-05-21 09:27:55 /favicon.ico ......................................................................... ~ 0.45ms
  2026-05-21 09:27:59 /admin/rooms ....................................................................... ~ 516.94ms
  2026-05-21 09:27:59 /build/assets/app-DHbK4RWE.css ..................................................... ~ 520.70ms
  2026-05-21 09:28:00 /build/assets/app-CasETRYy.js ........................................................ ~ 2.72ms
  2026-05-21 09:28:00 /images/logo.svg ..................................................................... ~ 0.43ms
  2026-05-21 09:28:00 /favicon.ico ......................................................................... ~ 0.41ms
  2026-05-21 09:28:02 /admin/rooms ....................................................................... ~ 502.31ms
  2026-05-21 09:28:02 /build/assets/app-DHbK4RWE.css ..................................................... ~ 505.24ms
  2026-05-21 09:28:02 /build/assets/app-CasETRYy.js ........................................................ ~ 3.16ms
  2026-05-21 09:28:02 /images/logo.svg ..................................................................... ~ 5.70ms
  2026-05-21 09:28:02 /favicon.ico ......................................................................... ~ 0.45ms
  2026-05-21 09:28:13 /favicon.ico ......................................................................... ~ 0.76ms
  2026-05-21 09:28:13 /dashboard ............................................................................... ~ 4s
  2026-05-21 09:28:18 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 09:28:19 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.71ms
  2026-05-21 09:28:19 /build/assets/app-CasETRYy.js ........................................................ ~ 3.55ms
  2026-05-21 09:28:19 /images/logo.svg ..................................................................... ~ 6.24ms
  2026-05-21 09:28:19 /favicon.ico ....................................................................... ~ 500.87ms
  2026-05-21 09:28:21 /admin/rooms ............................................................................. ~ 1s
  2026-05-21 09:28:21 /build/assets/app-DHbK4RWE.css ..................................................... ~ 517.43ms
  2026-05-21 09:28:21 /build/assets/app-CasETRYy.js ........................................................ ~ 2.69ms
  2026-05-21 09:28:21 /images/logo.svg ..................................................................... ~ 4.95ms
  2026-05-21 09:28:21 /favicon.ico ......................................................................... ~ 0.45ms
  2026-05-21 09:28:29 /favicon.ico ......................................................................... ~ 0.78ms
  2026-05-21 09:28:31 /admin/dashboard ................................................................... ~ 504.36ms
  2026-05-21 09:28:32 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.59ms
  2026-05-21 09:28:32 /build/assets/app-CasETRYy.js ........................................................ ~ 3.35ms
  2026-05-21 09:28:32 /images/logo.svg ..................................................................... ~ 6.33ms
  2026-05-21 09:28:32 /favicon.ico ......................................................................... ~ 0.39ms
  2026-05-21 09:29:21 / .................................................................................. ~ 514.89ms
  2026-05-21 09:29:22 /images/logo.svg ..................................................................... ~ 0.42ms
  2026-05-21 09:29:28 / .................................................................................. ~ 515.87ms
  2026-05-21 09:29:29 /images/logo.svg ..................................................................... ~ 0.48ms
  2026-05-21 09:29:29 /favicon.ico ......................................................................... ~ 0.82ms
  2026-05-21 09:29:31 /about ................................................................................... ~ 1s
  2026-05-21 09:29:32 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 09:29:32 /build/assets/app-CasETRYy.js ........................................................ ~ 4.13ms
  2026-05-21 09:29:32 /images/logo.svg ..................................................................... ~ 6.41ms
  2026-05-21 09:29:32 /favicon.ico ......................................................................... ~ 0.44ms
  2026-05-21 09:29:33 /facilities .............................................................................. ~ 1s
  2026-05-21 09:29:33 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 09:29:34 /build/assets/app-CasETRYy.js ........................................................ ~ 3.26ms
  2026-05-21 09:29:34 /images/logo.svg ..................................................................... ~ 5.48ms
  2026-05-21 09:29:34 /favicon.ico ......................................................................... ~ 0.62ms
  2026-05-21 09:29:35 /rooms ................................................................................... ~ 1s
  2026-05-21 09:29:35 /build/assets/app-DHbK4RWE.css ..................................................... ~ 522.24ms
  2026-05-21 09:29:36 /build/assets/app-CasETRYy.js ........................................................ ~ 3.71ms
  2026-05-21 09:29:36 /images/logo.svg ..................................................................... ~ 5.71ms
  2026-05-21 09:29:36 /favicon.ico ......................................................................... ~ 0.46ms
  2026-05-21 09:29:37 /favicon.ico ......................................................................... ~ 3.06ms
  2026-05-21 09:29:40 /login ................................................................................... ~ 1s
  2026-05-21 09:29:41 /rooms ............................................................................. ~ 508.63ms
  2026-05-21 09:29:41 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.54ms
  2026-05-21 09:29:41 /build/assets/app-CasETRYy.js ........................................................ ~ 2.78ms
  2026-05-21 09:29:41 /images/logo.svg ..................................................................... ~ 5.89ms
  2026-05-21 09:29:41 /favicon.ico ......................................................................... ~ 0.52ms
  2026-05-21 09:29:43 /favicon.ico ......................................................................... ~ 0.86ms
  2026-05-21 09:29:45 /favicon.ico ......................................................................... ~ 1.32ms
  2026-05-21 09:30:16 /register .......................................................................... ~ 516.51ms
  2026-05-21 09:30:17 /rooms ............................................................................. ~ 512.66ms
  2026-05-21 09:30:17 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.63ms
  2026-05-21 09:30:17 /build/assets/app-CasETRYy.js ........................................................ ~ 0.47ms
  2026-05-21 09:30:17 /images/logo.svg ..................................................................... ~ 0.52ms
  2026-05-21 09:30:17 /favicon.ico ......................................................................... ~ 0.51ms
  2026-05-21 09:30:23 /favicon.ico ......................................................................... ~ 2.32ms
  2026-05-21 09:30:29 /login ............................................................................. ~ 501.67ms
  2026-05-21 09:30:30 /rooms ............................................................................. ~ 512.11ms
  2026-05-21 09:30:30 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.49ms
  2026-05-21 09:30:30 /build/assets/app-CasETRYy.js ........................................................ ~ 2.76ms
  2026-05-21 09:30:30 /images/logo.svg ..................................................................... ~ 5.98ms
  2026-05-21 09:30:31 /favicon.ico ......................................................................... ~ 0.47ms
  2026-05-21 09:30:35 /favicon.ico ......................................................................... ~ 3.21ms
  2026-05-21 09:30:37 /favicon.ico ......................................................................... ~ 3.89ms
  2026-05-21 09:31:00 /register .......................................................................... ~ 517.37ms
  2026-05-21 09:31:01 /dashboard ......................................................................... ~ 511.57ms
  2026-05-21 09:31:02 /user/dashboard .......................................................................... ~ 1s
  2026-05-21 09:31:03 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.51ms
  2026-05-21 09:31:03 /build/assets/app-CasETRYy.js ........................................................ ~ 3.04ms
  2026-05-21 09:31:03 /images/logo.svg ..................................................................... ~ 5.37ms
  2026-05-21 09:31:03 /favicon.ico ......................................................................... ~ 0.45ms
  2026-05-21 09:31:16 /profile ................................................................................. ~ 3s
  2026-05-21 09:31:20 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.62ms
  2026-05-21 09:31:20 /build/assets/app-CasETRYy.js ........................................................ ~ 2.68ms
  2026-05-21 09:31:20 /images/logo.svg ..................................................................... ~ 4.64ms
  2026-05-21 09:31:21 /favicon.ico ......................................................................... ~ 1.83ms
