  forking is not supported on this platform

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-21 09:39:37 /favicon.ico ......................................................................... ~ 0.45ms
  2026-05-21 09:44:12 /admin/dashboard ................................................................... ~ 515.19ms
  2026-05-21 09:44:12 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.39ms
  2026-05-21 09:44:12 /build/assets/app-CasETRYy.js ........................................................ ~ 2.14ms
  2026-05-21 09:44:12 /images/logo.svg ..................................................................... ~ 3.72ms
  2026-05-21 09:44:12 /favicon.ico ......................................................................... ~ 0.52ms
  2026-05-21 09:45:16 /admin/bookings .................................................................... ~ 513.89ms
  2026-05-21 09:45:17 /admin/bookings/check-ins ................................................................ ~ 1s
  2026-05-21 09:45:17 /favicon.ico ......................................................................... ~ 0.47ms
  2026-05-21 09:47:40 /favicon.ico ......................................................................... ~ 2.39ms
  2026-05-21 09:47:41 /admin/reports ........................................................................... ~ 1s
  2026-05-21 09:47:41 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 09:47:42 /build/assets/app-CasETRYy.js ........................................................ ~ 0.59ms
  2026-05-21 09:47:42 /images/logo.svg ..................................................................... ~ 2.84ms
  2026-05-21 09:47:42 /favicon.ico ......................................................................... ~ 0.37ms
  2026-05-21 09:48:16 /dashboard ............................................................................... ~ 1s
  2026-05-21 09:48:17 /admin/dashboard ................................................................... ~ 510.38ms
  2026-05-21 09:48:17 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.47ms
  2026-05-21 09:48:17 /build/assets/app-CasETRYy.js ........................................................ ~ 0.50ms
  2026-05-21 09:48:17 /images/logo.svg ..................................................................... ~ 2.82ms
  2026-05-21 09:48:17 /favicon.ico ......................................................................... ~ 0.56ms
  2026-05-21 09:48:19 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 09:48:20 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.50ms
  2026-05-21 09:48:20 /build/assets/app-CasETRYy.js ........................................................ ~ 2.55ms
  2026-05-21 09:48:20 /images/logo.svg ..................................................................... ~ 4.16ms
  2026-05-21 09:48:20 /favicon.ico ......................................................................... ~ 0.29ms
  2026-05-21 09:48:26 /admin/bookings .................................................................... ~ 514.52ms
  2026-05-21 09:48:27 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.53ms
  2026-05-21 09:48:27 /build/assets/app-CasETRYy.js ........................................................ ~ 2.48ms
  2026-05-21 09:48:27 /images/logo.svg ..................................................................... ~ 4.88ms
  2026-05-21 09:48:27 /favicon.ico ......................................................................... ~ 0.57ms
  2026-05-21 09:48:27 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 09:48:27 /build/assets/app-DHbK4RWE.css ..................................................... ~ 515.45ms
  2026-05-21 09:48:28 /build/assets/app-CasETRYy.js ........................................................ ~ 1.87ms
  2026-05-21 09:48:28 /images/logo.svg ..................................................................... ~ 4.33ms
  2026-05-21 09:48:28 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 09:48:29 /favicon.ico ......................................................................... ~ 2.44ms
  2026-05-21 09:48:30 /favicon.ico ......................................................................... ~ 2.77ms
  2026-05-21 09:48:32 /dashboard ......................................................................... ~ 501.80ms
  2026-05-21 09:48:32 /admin/dashboard ................................................................... ~ 511.56ms
  2026-05-21 09:48:32 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.44ms
  2026-05-21 09:48:32 /build/assets/app-CasETRYy.js ........................................................ ~ 2.28ms
  2026-05-21 09:48:32 /images/logo.svg ..................................................................... ~ 4.33ms
  2026-05-21 09:48:32 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 09:48:36 /admin/bookings .................................................................... ~ 511.75ms
  2026-05-21 09:48:36 /build/assets/app-DHbK4RWE.css ..................................................... ~ 514.53ms
  2026-05-21 09:48:37 /build/assets/app-CasETRYy.js ........................................................ ~ 2.94ms
  2026-05-21 09:48:37 /images/logo.svg ..................................................................... ~ 4.82ms
  2026-05-21 09:48:37 /favicon.ico ......................................................................... ~ 0.32ms
  2026-05-21 09:48:43 /favicon.ico ......................................................................... ~ 2.37ms
  2026-05-21 09:49:17 /admin/bookings .................................................................... ~ 504.79ms
  2026-05-21 09:49:17 /admin/bookings/check-ins .......................................................... ~ 508.26ms
  2026-05-21 09:49:18 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.71ms
  2026-05-21 09:49:18 /build/assets/app-CasETRYy.js ........................................................ ~ 3.09ms
  2026-05-21 09:49:18 /images/logo.svg ..................................................................... ~ 6.27ms
  2026-05-21 09:49:18 /favicon.ico ......................................................................... ~ 2.04ms
  2026-05-21 09:50:19 /admin/bookings/1/status ........................................................... ~ 515.93ms
  2026-05-21 09:50:19 /admin/bookings/check-ins ................................................................ ~ 1s
  2026-05-21 09:50:20 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.36ms
  2026-05-21 09:50:20 /build/assets/app-CasETRYy.js ........................................................ ~ 2.04ms
  2026-05-21 09:50:20 /images/logo.svg ..................................................................... ~ 3.57ms
  2026-05-21 09:50:20 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 09:50:28 /admin/bookings/2/status ........................................................... ~ 519.83ms
  2026-05-21 09:50:28 /admin/bookings/check-ins .......................................................... ~ 508.91ms
  2026-05-21 09:50:29 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.53ms
  2026-05-21 09:50:29 /build/assets/app-CasETRYy.js ........................................................ ~ 2.53ms
  2026-05-21 09:50:29 /images/logo.svg ..................................................................... ~ 4.45ms
  2026-05-21 09:50:29 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 09:50:50 /dashboard ......................................................................... ~ 517.42ms
  2026-05-21 09:50:50 /admin/dashboard ................................................................... ~ 515.91ms
  2026-05-21 09:50:51 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.38ms
  2026-05-21 09:50:51 /build/assets/app-CasETRYy.js ........................................................ ~ 2.15ms
  2026-05-21 09:50:51 /images/logo.svg ..................................................................... ~ 3.97ms
  2026-05-21 09:50:51 /favicon.ico ......................................................................... ~ 0.44ms
  2026-05-21 09:50:53 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 09:50:54 /build/assets/app-DHbK4RWE.css ..................................................... ~ 521.05ms
  2026-05-21 09:50:54 /build/assets/app-CasETRYy.js ........................................................ ~ 2.19ms
  2026-05-21 09:50:54 /images/logo.svg ..................................................................... ~ 4.09ms
  2026-05-21 09:50:54 /favicon.ico ......................................................................... ~ 0.47ms
  2026-05-21 09:54:05 /admin/bookings/2/status ........................................................... ~ 514.53ms
  2026-05-21 09:54:05 /admin/bookings .................................................................... ~ 512.85ms
  2026-05-21 09:54:06 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.54ms
  2026-05-21 09:54:06 /build/assets/app-CasETRYy.js ........................................................ ~ 2.33ms
  2026-05-21 09:54:06 /images/logo.svg ..................................................................... ~ 3.90ms
  2026-05-21 09:54:06 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 09:54:09 /admin/bookings .................................................................... ~ 513.48ms
  2026-05-21 09:54:09 /build/assets/app-DHbK4RWE.css ..................................................... ~ 515.68ms
  2026-05-21 09:54:10 /build/assets/app-CasETRYy.js ........................................................ ~ 2.18ms
  2026-05-21 09:54:10 /images/logo.svg ..................................................................... ~ 3.80ms
  2026-05-21 09:54:10 /favicon.ico ......................................................................... ~ 0.39ms
  2026-05-21 09:54:11 /admin/bookings .................................................................... ~ 503.99ms
  2026-05-21 09:54:11 /build/assets/app-DHbK4RWE.css ..................................................... ~ 512.23ms
  2026-05-21 09:54:11 /build/assets/app-CasETRYy.js ...................................................... ~ 514.48ms
  2026-05-21 09:54:11 /images/logo.svg ................................................................... ~ 516.25ms
  2026-05-21 09:54:12 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 09:54:13 /admin/bookings .................................................................... ~ 515.54ms
  2026-05-21 09:54:13 /build/assets/app-DHbK4RWE.css ..................................................... ~ 519.39ms
  2026-05-21 09:54:13 /build/assets/app-CasETRYy.js ........................................................ ~ 5.57ms
  2026-05-21 09:54:13 /images/logo.svg ..................................................................... ~ 7.35ms
  2026-05-21 09:54:13 /favicon.ico ......................................................................... ~ 0.87ms
  2026-05-21 09:54:16 /admin/bookings/1 ........................................................................ ~ 1s
  2026-05-21 09:54:16 /build/assets/app-DHbK4RWE.css ..................................................... ~ 519.76ms
  2026-05-21 09:54:17 /build/assets/app-CasETRYy.js ........................................................ ~ 4.79ms
  2026-05-21 09:54:17 /images/logo.svg ..................................................................... ~ 8.71ms
  2026-05-21 09:54:17 /favicon.ico ......................................................................... ~ 0.70ms
  2026-05-21 09:54:30 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 09:54:30 /build/assets/app-DHbK4RWE.css ..................................................... ~ 522.89ms
  2026-05-21 09:54:31 /build/assets/app-CasETRYy.js ........................................................ ~ 4.27ms
  2026-05-21 09:54:31 /images/logo.svg ..................................................................... ~ 6.37ms
  2026-05-21 09:54:31 /favicon.ico ......................................................................... ~ 0.53ms
  2026-05-21 09:59:08 /favicon.ico ......................................................................... ~ 3.75ms
  2026-05-21 09:59:09 /dashboard ............................................................................... ~ 1s
  2026-05-21 09:59:09 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 09:59:10 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.55ms
  2026-05-21 09:59:10 /build/assets/app-CasETRYy.js ........................................................ ~ 3.44ms
  2026-05-21 09:59:10 /images/logo.svg ..................................................................... ~ 5.70ms
  2026-05-21 09:59:10 /favicon.ico ......................................................................... ~ 0.44ms
  2026-05-21 09:59:24 /admin/bookings .................................................................... ~ 512.32ms
  2026-05-21 09:59:24 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.70ms
  2026-05-21 09:59:24 /build/assets/app-CasETRYy.js ........................................................ ~ 3.86ms
  2026-05-21 09:59:24 /images/logo.svg ..................................................................... ~ 6.37ms
  2026-05-21 09:59:24 /favicon.ico ......................................................................... ~ 0.49ms
  2026-05-21 09:59:27 /dashboard ......................................................................... ~ 514.45ms
  2026-05-21 09:59:27 /admin/dashboard ................................................................... ~ 512.24ms
  2026-05-21 09:59:28 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.80ms
  2026-05-21 09:59:28 /build/assets/app-CasETRYy.js ........................................................ ~ 3.67ms
  2026-05-21 09:59:28 /images/logo.svg ..................................................................... ~ 0.47ms
  2026-05-21 09:59:28 /favicon.ico ......................................................................... ~ 0.49ms
  2026-05-21 10:00:08 /admin/bookings .................................................................... ~ 514.96ms
  2026-05-21 10:00:08 /admin/bookings .................................................................... ~ 506.84ms
  2026-05-21 10:00:09 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.52ms
  2026-05-21 10:00:09 /build/assets/app-CasETRYy.js ........................................................ ~ 2.72ms
  2026-05-21 10:00:09 /images/logo.svg ..................................................................... ~ 5.28ms
  2026-05-21 10:00:09 /favicon.ico ......................................................................... ~ 0.58ms
  2026-05-21 10:02:52 /admin/bookings/1 .................................................................. ~ 514.16ms
  2026-05-21 10:02:53 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.58ms
  2026-05-21 10:02:53 /build/assets/app-CasETRYy.js ........................................................ ~ 3.72ms
  2026-05-21 10:02:53 /images/logo.svg ..................................................................... ~ 7.31ms
  2026-05-21 10:02:53 /favicon.ico ......................................................................... ~ 0.46ms
  2026-05-21 10:03:35 /favicon.ico ......................................................................... ~ 2.55ms
  2026-05-21 10:03:54 /admin/bookings .................................................................... ~ 514.73ms
  2026-05-21 10:03:54 /build/assets/app-DHbK4RWE.css ..................................................... ~ 518.45ms
  2026-05-21 10:03:55 /build/assets/app-CasETRYy.js ........................................................ ~ 2.87ms
  2026-05-21 10:03:55 /images/logo.svg ..................................................................... ~ 5.10ms
  2026-05-21 10:03:55 /favicon.ico ......................................................................... ~ 0.38ms
  2026-05-21 10:03:59 /admin/bookings .................................................................... ~ 504.26ms
  2026-05-21 10:04:00 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.61ms
  2026-05-21 10:04:00 /build/assets/app-CasETRYy.js ........................................................ ~ 3.07ms
  2026-05-21 10:04:00 /images/logo.svg ..................................................................... ~ 5.68ms
  2026-05-21 10:04:00 /favicon.ico ......................................................................... ~ 0.53ms
  2026-05-21 10:04:02 /admin/bookings/1 .................................................................. ~ 513.92ms
  2026-05-21 10:04:02 /build/assets/app-DHbK4RWE.css ..................................................... ~ 516.51ms
  2026-05-21 10:04:02 /build/assets/app-CasETRYy.js ........................................................ ~ 2.39ms
  2026-05-21 10:04:02 /images/logo.svg ..................................................................... ~ 4.45ms
  2026-05-21 10:04:02 /favicon.ico ......................................................................... ~ 0.41ms
  2026-05-21 10:04:10 /favicon.ico ......................................................................... ~ 2.10ms
  2026-05-21 10:06:30 /admin/bookings .................................................................... ~ 511.10ms
  2026-05-21 10:06:31 /build/assets/app-DHbK4RWE.css ..................................................... ~ 510.64ms
  2026-05-21 10:06:31 /build/assets/app-CasETRYy.js ........................................................ ~ 4.67ms
  2026-05-21 10:06:31 /images/logo.svg ..................................................................... ~ 6.57ms
  2026-05-21 10:06:31 /favicon.ico ......................................................................... ~ 0.46ms
  2026-05-21 10:06:33 /admin/bookings .................................................................... ~ 516.70ms
  2026-05-21 10:06:33 /build/assets/app-DHbK4RWE.css ..................................................... ~ 519.41ms
  2026-05-21 10:06:33 /build/assets/app-CasETRYy.js ........................................................ ~ 3.56ms
  2026-05-21 10:06:33 /images/logo.svg ..................................................................... ~ 6.12ms
  2026-05-21 10:06:33 /favicon.ico ......................................................................... ~ 0.40ms
  2026-05-21 10:19:09 /admin/bookings .................................................................... ~ 502.55ms
  2026-05-21 10:19:09 /build/assets/app-DHbK4RWE.css ..................................................... ~ 505.12ms
  2026-05-21 10:19:09 /build/assets/app-CasETRYy.js ........................................................ ~ 2.84ms
  2026-05-21 10:19:09 /images/logo.svg ..................................................................... ~ 4.95ms
  2026-05-21 10:19:09 /favicon.ico ......................................................................... ~ 0.43ms
  2026-05-21 10:21:17 /admin/bookings/1 .................................................................. ~ 503.81ms
  2026-05-21 10:21:18 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.40ms
  2026-05-21 10:21:18 /build/assets/app-CasETRYy.js ........................................................ ~ 2.18ms
  2026-05-21 10:21:18 /images/logo.svg ..................................................................... ~ 3.99ms
  2026-05-21 10:21:18 /favicon.ico ......................................................................... ~ 0.41ms
  2026-05-21 10:21:28 /favicon.ico ......................................................................... ~ 4.02ms
  2026-05-21 10:21:39 /admin/bookings/1 .................................................................. ~ 501.80ms
  2026-05-21 10:21:40 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.51ms
  2026-05-21 10:21:40 /build/assets/app-CasETRYy.js ........................................................ ~ 2.61ms
  2026-05-21 10:21:40 /images/logo.svg ..................................................................... ~ 4.42ms
  2026-05-21 10:21:40 /favicon.ico ......................................................................... ~ 0.37ms
  2026-05-21 10:22:24 /favicon.ico ......................................................................... ~ 2.27ms
  2026-05-21 10:22:25 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 10:22:25 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 10:22:26 /build/assets/app-CasETRYy.js ........................................................ ~ 3.25ms
  2026-05-21 10:22:26 /images/logo.svg ..................................................................... ~ 5.34ms
  2026-05-21 10:22:26 /favicon.ico ......................................................................... ~ 0.73ms
  2026-05-21 10:22:29 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 10:22:29 /build/assets/app-DHbK4RWE.css ..................................................... ~ 520.27ms
  2026-05-21 10:22:30 /build/assets/app-CasETRYy.js ........................................................ ~ 2.87ms
  2026-05-21 10:22:30 /images/logo.svg ..................................................................... ~ 4.64ms
  2026-05-21 10:22:30 /favicon.ico ......................................................................... ~ 0.30ms
  2026-05-21 10:22:31 /admin/bookings .................................................................... ~ 515.42ms
  2026-05-21 10:22:31 /build/assets/app-DHbK4RWE.css ..................................................... ~ 518.03ms
  2026-05-21 10:22:31 /build/assets/app-CasETRYy.js ........................................................ ~ 2.64ms
  2026-05-21 10:22:31 /images/logo.svg ..................................................................... ~ 4.92ms
  2026-05-21 10:22:31 /favicon.ico ......................................................................... ~ 0.46ms
  2026-05-21 10:22:33 /admin/bookings .................................................................... ~ 513.08ms
  2026-05-21 10:22:34 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.33ms
  2026-05-21 10:22:34 /build/assets/app-CasETRYy.js ........................................................ ~ 0.33ms
  2026-05-21 10:22:34 /images/logo.svg ..................................................................... ~ 2.26ms
  2026-05-21 10:22:34 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 10:22:38 /admin/bookings .................................................................... ~ 520.70ms
  2026-05-21 10:22:38 /build/assets/app-DHbK4RWE.css ....................................................... ~ 7.23ms
  2026-05-21 10:22:38 /build/assets/app-CasETRYy.js ........................................................ ~ 3.29ms
  2026-05-21 10:22:38 /images/logo.svg ..................................................................... ~ 6.93ms
  2026-05-21 10:22:38 /favicon.ico ......................................................................... ~ 2.50ms
  2026-05-21 10:22:39 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 10:22:39 /build/assets/app-DHbK4RWE.css ..................................................... ~ 516.20ms
  2026-05-21 10:22:40 /build/assets/app-CasETRYy.js ........................................................ ~ 2.06ms
  2026-05-21 10:22:40 /images/logo.svg ..................................................................... ~ 3.67ms
  2026-05-21 10:22:40 /favicon.ico ......................................................................... ~ 0.48ms
  2026-05-21 10:22:42 /admin/bookings .................................................................... ~ 515.15ms
  2026-05-21 10:22:43 /build/assets/app-DHbK4RWE.css ..................................................... ~ 513.22ms
  2026-05-21 10:22:43 /build/assets/app-CasETRYy.js ........................................................ ~ 0.46ms
  2026-05-21 10:22:43 /images/logo.svg ..................................................................... ~ 0.35ms
  2026-05-21 10:22:43 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 10:22:47 /admin/bookings/1 .................................................................. ~ 515.39ms
  2026-05-21 10:22:47 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.39ms
  2026-05-21 10:22:47 /build/assets/app-CasETRYy.js ........................................................ ~ 2.20ms
  2026-05-21 10:22:47 /images/logo.svg ..................................................................... ~ 3.94ms
  2026-05-21 10:22:47 /favicon.ico ......................................................................... ~ 0.52ms
  2026-05-21 10:22:52 /admin/bookings/1/status ........................................................... ~ 517.51ms
  2026-05-21 10:22:52 /admin/bookings/1 .................................................................. ~ 511.30ms
  2026-05-21 10:22:53 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.47ms
  2026-05-21 10:22:53 /build/assets/app-CasETRYy.js ........................................................ ~ 3.53ms
  2026-05-21 10:22:53 /images/logo.svg ..................................................................... ~ 2.86ms
  2026-05-21 10:22:53 /favicon.ico ......................................................................... ~ 0.29ms
  2026-05-21 10:22:56 /admin/bookings .................................................................... ~ 515.51ms
  2026-05-21 10:22:57 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.51ms
  2026-05-21 10:22:57 /build/assets/app-CasETRYy.js ........................................................ ~ 2.92ms
  2026-05-21 10:22:57 /images/logo.svg ..................................................................... ~ 4.71ms
  2026-05-21 10:22:57 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 10:23:00 /admin/bookings .......................................................................... ~ 1s
  2026-05-21 10:23:00 /build/assets/app-DHbK4RWE.css ..................................................... ~ 513.67ms
  2026-05-21 10:23:00 /build/assets/app-CasETRYy.js ........................................................ ~ 2.17ms
  2026-05-21 10:23:00 /images/logo.svg ..................................................................... ~ 4.48ms
  2026-05-21 10:23:00 /favicon.ico ......................................................................... ~ 0.56ms
  2026-05-21 10:23:04 /admin/bookings .................................................................... ~ 516.55ms
  2026-05-21 10:23:04 /build/assets/app-DHbK4RWE.css ....................................................... ~ 4.27ms
  2026-05-21 10:23:04 /build/assets/app-CasETRYy.js ........................................................ ~ 2.26ms
  2026-05-21 10:23:04 /images/logo.svg ..................................................................... ~ 3.92ms
  2026-05-21 10:23:04 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 10:23:06 /admin/bookings .................................................................... ~ 511.08ms
  2026-05-21 10:23:07 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.49ms
  2026-05-21 10:23:07 /build/assets/app-CasETRYy.js ........................................................ ~ 2.30ms
  2026-05-21 10:23:07 /images/logo.svg ..................................................................... ~ 4.21ms
  2026-05-21 10:23:07 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 10:23:08 /admin/bookings .................................................................... ~ 514.67ms
  2026-05-21 10:23:08 /build/assets/app-DHbK4RWE.css ..................................................... ~ 518.63ms
  2026-05-21 10:23:08 /build/assets/app-CasETRYy.js ........................................................ ~ 3.01ms
  2026-05-21 10:23:08 /images/logo.svg ..................................................................... ~ 4.89ms
  2026-05-21 10:23:08 /favicon.ico ......................................................................... ~ 0.32ms
  2026-05-21 10:23:15 /admin/bookings .................................................................... ~ 514.53ms
  2026-05-21 10:23:15 /build/assets/app-DHbK4RWE.css ..................................................... ~ 517.01ms
  2026-05-21 10:23:15 /build/assets/app-CasETRYy.js ........................................................ ~ 2.28ms
  2026-05-21 10:23:15 /images/logo.svg ..................................................................... ~ 4.40ms
  2026-05-21 10:23:16 /favicon.ico ......................................................................... ~ 0.47ms
  2026-05-21 10:23:18 /admin/bookings .................................................................... ~ 504.63ms
  2026-05-21 10:23:18 /build/assets/app-DHbK4RWE.css ..................................................... ~ 507.36ms
  2026-05-21 10:23:18 /build/assets/app-CasETRYy.js ........................................................ ~ 4.41ms
  2026-05-21 10:23:18 /images/logo.svg ..................................................................... ~ 6.79ms
  2026-05-21 10:23:18 /favicon.ico ......................................................................... ~ 0.44ms
  2026-05-21 10:23:20 /admin/bookings/3/status ........................................................... ~ 515.52ms
  2026-05-21 10:23:20 /admin/bookings ...................................................................... ~ 0.38ms
  2026-05-21 10:23:21 /build/assets/app-DHbK4RWE.css ....................................................... ~ 2.32ms
  2026-05-21 10:23:21 /build/assets/app-CasETRYy.js ........................................................ ~ 4.40ms
  2026-05-21 10:23:21 /images/logo.svg ..................................................................... ~ 6.65ms
  2026-05-21 10:23:21 /favicon.ico ......................................................................... ~ 0.45ms
  2026-05-21 10:23:21 /admin/bookings .................................................................... ~ 516.83ms
  2026-05-21 10:23:22 /build/assets/app-DHbK4RWE.css ..................................................... ~ 518.82ms
  2026-05-21 10:23:22 /build/assets/app-CasETRYy.js ........................................................ ~ 0.31ms
  2026-05-21 10:23:22 /images/logo.svg ..................................................................... ~ 1.85ms
  2026-05-21 10:23:22 /favicon.ico ......................................................................... ~ 0.79ms
  2026-05-21 10:24:00 /admin/bookings .................................................................... ~ 512.92ms
  2026-05-21 10:24:01 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.48ms
  2026-05-21 10:24:01 /build/assets/app-CasETRYy.js ........................................................ ~ 2.26ms
  2026-05-21 10:24:01 /images/logo.svg ..................................................................... ~ 4.15ms
  2026-05-21 10:24:01 /favicon.ico ......................................................................... ~ 0.33ms
  2026-05-21 10:24:02 /admin/bookings .................................................................... ~ 515.14ms
  2026-05-21 10:24:02 /build/assets/app-DHbK4RWE.css ..................................................... ~ 517.04ms
  2026-05-21 10:24:03 /build/assets/app-CasETRYy.js ........................................................ ~ 2.15ms
  2026-05-21 10:24:03 /images/logo.svg ..................................................................... ~ 4.37ms
  2026-05-21 10:24:03 /favicon.ico ......................................................................... ~ 0.40ms
  2026-05-21 10:29:47 /favicon.ico ......................................................................... ~ 2.65ms
  2026-05-21 10:29:47 /dashboard ............................................................................... ~ 3s
  2026-05-21 10:29:49 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 10:29:51 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.47ms
  2026-05-21 10:29:51 /build/assets/app-CasETRYy.js ........................................................ ~ 2.63ms
  2026-05-21 10:29:51 /images/logo.svg ..................................................................... ~ 4.47ms
  2026-05-21 10:29:51 /favicon.ico ......................................................................... ~ 0.39ms
  2026-05-21 10:30:49 /admin/bookings .................................................................... ~ 512.26ms
  2026-05-21 10:30:50 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.58ms
  2026-05-21 10:30:50 /build/assets/app-CasETRYy.js ........................................................ ~ 3.23ms
  2026-05-21 10:30:50 /images/logo.svg ..................................................................... ~ 5.76ms
  2026-05-21 10:30:50 /favicon.ico ......................................................................... ~ 0.94ms
  2026-05-21 10:30:52 /admin/bookings .................................................................... ~ 512.72ms
  2026-05-21 10:30:52 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.43ms
  2026-05-21 10:30:53 /build/assets/app-CasETRYy.js ........................................................ ~ 2.51ms
  2026-05-21 10:30:53 /images/logo.svg ..................................................................... ~ 4.98ms
  2026-05-21 10:30:53 /favicon.ico ......................................................................... ~ 0.32ms
  2026-05-21 10:32:35 /dashboard ............................................................................... ~ 1s
  2026-05-21 10:32:35 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 10:32:36 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.51ms
  2026-05-21 10:32:36 /build/assets/app-CasETRYy.js ........................................................ ~ 2.96ms
  2026-05-21 10:32:36 /images/logo.svg ..................................................................... ~ 5.96ms
  2026-05-21 10:32:36 /favicon.ico ......................................................................... ~ 0.35ms
  2026-05-21 10:32:54 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 10:32:55 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.48ms
  2026-05-21 10:32:55 /build/assets/app-CasETRYy.js ........................................................ ~ 2.97ms
  2026-05-21 10:32:55 /images/logo.svg ..................................................................... ~ 5.61ms
  2026-05-21 10:32:55 /favicon.ico ......................................................................... ~ 0.42ms
  2026-05-21 10:33:16 /admin/payments .......................................................................... ~ 1s
  2026-05-21 10:33:16 /build/assets/app-DHbK4RWE.css ........................................................... ~ 1s
  2026-05-21 10:33:17 /build/assets/app-CasETRYy.js ........................................................ ~ 3.00ms
  2026-05-21 10:33:17 /images/logo.svg ..................................................................... ~ 5.25ms
  2026-05-21 10:33:17 /favicon.ico ......................................................................... ~ 0.31ms
  2026-05-21 10:33:32 /admin/payments .................................................................... ~ 517.14ms
  2026-05-21 10:33:32 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.94ms
  2026-05-21 10:33:32 /build/assets/app-CasETRYy.js ........................................................ ~ 3.92ms
  2026-05-21 10:33:32 /images/logo.svg ..................................................................... ~ 6.36ms
  2026-05-21 10:33:32 /favicon.ico ......................................................................... ~ 0.41ms
  2026-05-21 10:33:40 /dashboard ......................................................................... ~ 513.97ms
  2026-05-21 10:33:41 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 10:33:42 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.44ms
  2026-05-21 10:33:42 /build/assets/app-CasETRYy.js ........................................................ ~ 2.71ms
  2026-05-21 10:33:42 /images/logo.svg ..................................................................... ~ 5.50ms
  2026-05-21 10:33:42 /favicon.ico ......................................................................... ~ 0.43ms
  2026-05-21 10:34:14 /admin/payments .......................................................................... ~ 1s
  2026-05-21 10:34:14 /build/assets/app-DHbK4RWE.css ..................................................... ~ 512.37ms
  2026-05-21 10:34:14 /build/assets/app-CasETRYy.js ........................................................ ~ 2.80ms
  2026-05-21 10:34:14 /images/logo.svg ..................................................................... ~ 5.54ms
  2026-05-21 10:34:14 /favicon.ico ......................................................................... ~ 0.43ms
  2026-05-21 10:34:21 /dashboard ......................................................................... ~ 513.00ms
  2026-05-21 10:34:22 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 10:34:23 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.50ms
  2026-05-21 10:34:23 /build/assets/app-CasETRYy.js ........................................................ ~ 2.97ms
